title,url,product,capability,priority,key_evidence,accessed_on,discovered_in
Debug,https://www.palantir.com/docs/foundry/functions/unit-test-debugging/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Functions — Getting Started,https://www.palantir.com/docs/foundry/functions/unit-test-getting-started/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Stub object searches and aggregations,https://www.palantir.com/docs/foundry/functions/unit-test-object-searches/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Verify Ontology edits,https://www.palantir.com/docs/foundry/functions/unit-test-ontology-edits/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Create stub objects,https://www.palantir.com/docs/foundry/functions/unit-test-stub-objects/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Mock users and groups,https://www.palantir.com/docs/foundry/functions/unit-test-users-groups/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Use functions in the platform,https://www.palantir.com/docs/foundry/functions/use-functions/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
User-facing errors,https://www.palantir.com/docs/foundry/functions/user-facing-error/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Version range dependencies,https://www.palantir.com/docs/foundry/functions/version-range-dependencies-for-functions/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Use webhooks,https://www.palantir.com/docs/foundry/functions/webhooks/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Boolean logic,https://www.palantir.com/docs/foundry/fusion/boolean-logic/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Create templates,https://www.palantir.com/docs/foundry/fusion/create-templates/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Create and use table regions,https://www.palantir.com/docs/foundry/fusion/create-use-table-regions/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Data updates and edit history,https://www.palantir.com/docs/foundry/fusion/data-updates-edit-history/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
"Dropdowns, locked cells, and links",https://www.palantir.com/docs/foundry/fusion/dropdowns-locked-cells-links/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Find and use data,https://www.palantir.com/docs/foundry/fusion/find-and-use-data/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Format cells,https://www.palantir.com/docs/foundry/fusion/format-cells/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Fusion — Overview,https://www.palantir.com/docs/foundry/fusion/formulas-overview/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Function library,https://www.palantir.com/docs/foundry/fusion/function-library/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Import XLS documents,https://www.palantir.com/docs/foundry/fusion/import-xls/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Index datasets,https://www.palantir.com/docs/foundry/fusion/index-datasets/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Lookup datasets,https://www.palantir.com/docs/foundry/fusion/lookup-datasets/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Fusion,https://www.palantir.com/docs/foundry/fusion/overview/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Perform Actions,https://www.palantir.com/docs/foundry/fusion/perform-actions/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Presentation view,https://www.palantir.com/docs/foundry/fusion/presentation-view/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Project scope,https://www.palantir.com/docs/foundry/fusion/project-scope/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Resync a table to a dataset,https://www.palantir.com/docs/foundry/fusion/resync-table-dataset/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Fusion — Overview,https://www.palantir.com/docs/foundry/fusion/sheets-overview/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Sync a table to a dataset,https://www.palantir.com/docs/foundry/fusion/sync-table-dataset/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Validate results,https://www.palantir.com/docs/foundry/fusion/validate-results/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Visualize time series,https://www.palantir.com/docs/foundry/fusion/visualize-time-series/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Add Ontology data to Gaia,https://www.palantir.com/docs/foundry/geospatial/add-ontology-data-to-gaia/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Coordinate reference systems and projections,https://www.palantir.com/docs/foundry/geospatial/coordinate-reference-systems-and-projections/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data modeling,https://www.palantir.com/docs/foundry/geospatial/data-modeling/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Example workflows,https://www.palantir.com/docs/foundry/geospatial/example-workflows/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Geospatial — Faq,https://www.palantir.com/docs/foundry/geospatial/faq/,Foundry & AIP,Data connectivity & integration,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Data connectivity & integration
Geospatial — Overview,https://www.palantir.com/docs/foundry/geospatial/geotemporal-series-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Integrate geotemporal series with the Ontology,https://www.palantir.com/docs/foundry/geospatial/integrate-geotemporal-series-with-the-ontology/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Use geospatial data in the Ontology,https://www.palantir.com/docs/foundry/geospatial/ontology/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Geospatial — Overview,https://www.palantir.com/docs/foundry/geospatial/overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Use raster data,https://www.palantir.com/docs/foundry/geospatial/raster-data/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Types of geospatial and geotemporal data,https://www.palantir.com/docs/foundry/geospatial/types-of-geospatial-and-geotemporal-data/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Use vector data in transforms [Legacy],https://www.palantir.com/docs/foundry/geospatial/vector-data-in-transforms/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Workspace sidebar,https://www.palantir.com/docs/foundry/getting-started/orientation-and-nav/,Foundry & AIP,Management & enablement,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Management & enablement
Getting Started — Getting Started,https://www.palantir.com/docs/foundry/getting-started/overview/,Foundry & AIP,Cross-capability / platform,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,AI Platform (AIP) | Analytics | Data connectivity & integration | Developer toolchain | Management & enablement | Model connectivity & development | Observability | Ontology building | Product delivery | Security & governance | Use case development
Global Branching application,https://www.palantir.com/docs/foundry/global-branching/application/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Branch security,https://www.palantir.com/docs/foundry/global-branching/branch-security/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Branch taskbar,https://www.palantir.com/docs/foundry/global-branching/branch-taskbar/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Global Branching — Core Concepts,https://www.palantir.com/docs/foundry/global-branching/core-concepts/,Foundry & AIP,Developer toolchain,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Developer toolchain
Integrations,https://www.palantir.com/docs/foundry/global-branching/integrations/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Global Branching,https://www.palantir.com/docs/foundry/global-branching/overview/,Foundry & AIP,Developer toolchain,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Developer toolchain
Resource protection and approval policies,https://www.palantir.com/docs/foundry/global-branching/resource-protection-and-approval-policies/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Builds and checks FAQ,https://www.palantir.com/docs/foundry/health-checks/builds-checks-faq/,Foundry & AIP,Observability,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Observability
Check evaluation,https://www.palantir.com/docs/foundry/health-checks/check-evaluation/,Foundry & AIP,Observability,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Observability
Types of checks,https://www.palantir.com/docs/foundry/health-checks/check-types/,Foundry & AIP,Observability,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Observability
Checks reference,https://www.palantir.com/docs/foundry/health-checks/checks-reference/,Foundry & AIP,Observability,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Observability
Add health checks to a Marketplace product,https://www.palantir.com/docs/foundry/health-checks/marketplace-data-health/,Foundry & AIP,Observability,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Observability
Notifications and issues,https://www.palantir.com/docs/foundry/health-checks/notifications/,Foundry & AIP,Observability,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Observability
Health checks,https://www.palantir.com/docs/foundry/health-checks/overview/,Foundry & AIP,Observability,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Observability
Watching checks,https://www.palantir.com/docs/foundry/health-checks/watching-checks/,Foundry & AIP,Observability,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Observability
AIP features,https://www.palantir.com/docs/foundry/hyperauto/aip/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Architecture,https://www.palantir.com/docs/foundry/hyperauto/architecture/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Configuration options,https://www.palantir.com/docs/foundry/hyperauto/configuration-options/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Folder-based SAP pipelines,https://www.palantir.com/docs/foundry/hyperauto/folder-based-sap/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Hyperauto — Getting Started,https://www.palantir.com/docs/foundry/hyperauto/getting-started/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Hyperauto — Overview,https://www.palantir.com/docs/foundry/hyperauto/overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Making edits via proposals,https://www.palantir.com/docs/foundry/hyperauto/proposals/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Supported sources,https://www.palantir.com/docs/foundry/hyperauto/supported-sources/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Cockpit,https://www.palantir.com/docs/foundry/hyperauto/v1-cockpit/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Configuration reference,https://www.palantir.com/docs/foundry/hyperauto/v1-configuration-reference/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Hyperauto — Faq,https://www.palantir.com/docs/foundry/hyperauto/v1-faq/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Hyperauto — Getting Started,https://www.palantir.com/docs/foundry/hyperauto/v1-getting-started/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Hyperauto — Overview,https://www.palantir.com/docs/foundry/hyperauto/v1-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Source exploration,https://www.palantir.com/docs/foundry/hyperauto/v1-source-exploration/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Migrating from HyperAuto V1 to V2,https://www.palantir.com/docs/foundry/hyperauto/v1-to-v2-differences/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Authenticating Iceberg clients,https://www.palantir.com/docs/foundry/iceberg/authentication/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Branching,https://www.palantir.com/docs/foundry/iceberg/branching/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Code examples,https://www.palantir.com/docs/foundry/iceberg/changelog-code-examples/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Technical primer,https://www.palantir.com/docs/foundry/iceberg/changelog-primer/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Iceberg — Overview,https://www.palantir.com/docs/foundry/iceberg/changelogs/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Configuring network access,https://www.palantir.com/docs/foundry/iceberg/external-client-ingress/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
BYOB storage setup,https://www.palantir.com/docs/foundry/iceberg/iceberg-byob/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Configuring Iceberg settings in Control Panel,https://www.palantir.com/docs/foundry/iceberg/iceberg-settings/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Jupyter® in Code Workspaces,https://www.palantir.com/docs/foundry/iceberg/jupyter/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Jupyter® in local notebooks,https://www.palantir.com/docs/foundry/iceberg/local-jupyter/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Maintenance procedures,https://www.palantir.com/docs/foundry/iceberg/maintenance-page/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Iceberg — Overview,https://www.palantir.com/docs/foundry/iceberg/overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Python transform basics,https://www.palantir.com/docs/foundry/iceberg/python-transform-basics/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Connect Foundry's Iceberg catalog to Snowflake,https://www.palantir.com/docs/foundry/iceberg/snowflake-iceberg-integration/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Storage architecture overview,https://www.palantir.com/docs/foundry/iceberg/storage/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection syncs,https://www.palantir.com/docs/foundry/iceberg/syncs/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Transactions,https://www.palantir.com/docs/foundry/iceberg/transactions/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Format versions,https://www.palantir.com/docs/foundry/iceberg/versions/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Analysis panel,https://www.palantir.com/docs/foundry/insight/analysis-panel/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Branching in Insight,https://www.palantir.com/docs/foundry/insight/branching-insight/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Charts,https://www.palantir.com/docs/foundry/insight/charts-insight/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Insight — Core Concepts,https://www.palantir.com/docs/foundry/insight/core-concepts/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Create and save a layout,https://www.palantir.com/docs/foundry/insight/create-and-save-layouts/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
FAQ and troubleshooting,https://www.palantir.com/docs/foundry/insight/faq/,Foundry & AIP,Analytics,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Analytics
Filter card,https://www.palantir.com/docs/foundry/insight/filter-card/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Insight — Getting Started,https://www.palantir.com/docs/foundry/insight/getting-started/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Link card,https://www.palantir.com/docs/foundry/insight/link-card/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Maps,https://www.palantir.com/docs/foundry/insight/map-insight/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Insight — Overview,https://www.palantir.com/docs/foundry/insight/overview/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Save and share a workbook,https://www.palantir.com/docs/foundry/insight/save-and-share/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Tables,https://www.palantir.com/docs/foundry/insight/table-insight/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Transform card,https://www.palantir.com/docs/foundry/insight/transform-card/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
API: Model save and load,https://www.palantir.com/docs/foundry/integrate-models/auto-serialization-reference/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Example: Implement a container model adapter,https://www.palantir.com/docs/foundry/integrate-models/container-model-adapter-example/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Integrate Models — Faq,https://www.palantir.com/docs/foundry/integrate-models/container-models-faq/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Integrate Models — Overview,https://www.palantir.com/docs/foundry/integrate-models/container-overview/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
API: Model evaluations,https://www.palantir.com/docs/foundry/integrate-models/evaluation-reference/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Built-in evaluators,https://www.palantir.com/docs/foundry/integrate-models/evaluations-builtin/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Integrate Models — Faq,https://www.palantir.com/docs/foundry/integrate-models/evaluations-faq/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Integrate Models — Overview,https://www.palantir.com/docs/foundry/integrate-models/evaluations-overview/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Visualize evaluations,https://www.palantir.com/docs/foundry/integrate-models/evaluations-visualize/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Author and run evaluations,https://www.palantir.com/docs/foundry/integrate-models/evaluations-writing/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
API: Model experiments,https://www.palantir.com/docs/foundry/integrate-models/experiment-reference/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Integrate Models — Overview,https://www.palantir.com/docs/foundry/integrate-models/experiments-overview/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Visualize experiments,https://www.palantir.com/docs/foundry/integrate-models/experiments-visualize/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Example: Integrate a Databricks model,https://www.palantir.com/docs/foundry/integrate-models/external-model-connection-databricks/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Example: Integrate an Open AI model,https://www.palantir.com/docs/foundry/integrate-models/external-model-connection-open-ai/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Example: Integrate a SageMaker model,https://www.palantir.com/docs/foundry/integrate-models/external-model-connection-sagemaker/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Example: Integrate a Vertex AI model,https://www.palantir.com/docs/foundry/integrate-models/external-model-connection-vertex-ai/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Integrate an externally hosted model,https://www.palantir.com/docs/foundry/integrate-models/external-model-connection/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Import a Hugging Face model,https://www.palantir.com/docs/foundry/integrate-models/import-huggingface-models/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Instrumentation and telemetry,https://www.palantir.com/docs/foundry/integrate-models/instrumentation-telemetry/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
